series_id,series_code,series_label,family_id,family_label,category,subcategory,collection,indicator_category,indicator_subcategory,disaggregation_label,series_type,answer_type,unit,unit_type,start_year,end_year,database_id,database_name,definition,description,visibility,external,archived,metadata_origin
31218,HHU23f-%_INT-ISCED2-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCED2 - MALE",Public/Free,False,False,indicator_details
31219,HHU23f-%_INT-ISCED34-,Upper secondary,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Upper secondary,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCED34",Public/Free,False,False,indicator_details
31220,HHU23f-%_INT-ISCED34-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCED34 - FEMALE",Public/Free,False,False,indicator_details
31221,HHU23f-%_INT-ISCED34-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCED34 - MALE",Public/Free,False,False,indicator_details
31222,HHU23f-%_INT-ISCED56-,Tertiary education,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Tertiary education,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCED56",Public/Free,False,False,indicator_details
31223,HHU23f-%_INT-ISCED56-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCED56 - FEMALE",Public/Free,False,False,indicator_details
31224,HHU23f-%_INT-ISCED56-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCED56 - MALE",Public/Free,False,False,indicator_details
31231,HHU23f-%_INT-ISCO0-,Armed Forces Occupations,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Armed Forces Occupations,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO0",Public/Free,False,False,indicator_details
31232,HHU23f-%_INT-ISCO0-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2019,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO0 - FEMALE",Public/Free,False,False,indicator_details
31233,HHU23f-%_INT-ISCO0-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO0 - MALE",Public/Free,False,False,indicator_details
31234,HHU23f-%_INT-ISCO1-,Managers,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Managers,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO1",Public/Free,False,False,indicator_details
31235,HHU23f-%_INT-ISCO1-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO1 - FEMALE",Public/Free,False,False,indicator_details
31236,HHU23f-%_INT-ISCO1-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO1 - MALE",Public/Free,False,False,indicator_details
31237,HHU23f-%_INT-ISCO2-,Professionals,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Professionals,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO2",Public/Free,False,False,indicator_details
31238,HHU23f-%_INT-ISCO2-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO2 - FEMALE",Public/Free,False,False,indicator_details
31239,HHU23f-%_INT-ISCO2-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO2 - MALE",Public/Free,False,False,indicator_details
31240,HHU23f-%_INT-ISCO3-,Technician and associate professionals,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Technician and associate professionals,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO3",Public/Free,False,False,indicator_details
31241,HHU23f-%_INT-ISCO3-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO3 - FEMALE",Public/Free,False,False,indicator_details
31242,HHU23f-%_INT-ISCO3-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO3 - MALE",Public/Free,False,False,indicator_details
31243,HHU23f-%_INT-ISCO4-,Clerical support workers,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Clerical support workers,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO4",Public/Free,False,False,indicator_details
31244,HHU23f-%_INT-ISCO4-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO4 - FEMALE",Public/Free,False,False,indicator_details
31245,HHU23f-%_INT-ISCO4-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO4 - MALE",Public/Free,False,False,indicator_details
31246,HHU23f-%_INT-ISCO5-,Service and sales workers,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Service and sales workers,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO5",Public/Free,False,False,indicator_details
31247,HHU23f-%_INT-ISCO5-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO5 - FEMALE",Public/Free,False,False,indicator_details
31248,HHU23f-%_INT-ISCO5-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO5 - MALE",Public/Free,False,False,indicator_details
31249,HHU23f-%_INT-ISCO6-,"Skilled agricultural, forestry and fishery workers",100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,"Skilled agricultural, forestry and fishery workers",disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO6",Public/Free,False,False,indicator_details
31250,HHU23f-%_INT-ISCO6-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO6 - FEMALE",Public/Free,False,False,indicator_details
31251,HHU23f-%_INT-ISCO6-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO6 - MALE",Public/Free,False,False,indicator_details
31252,HHU23f-%_INT-ISCO7-,Craft and related trades workers,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Craft and related trades workers,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO7",Public/Free,False,False,indicator_details
31253,HHU23f-%_INT-ISCO7-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO7 - FEMALE",Public/Free,False,False,indicator_details
31254,HHU23f-%_INT-ISCO7-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO7 - MALE",Public/Free,False,False,indicator_details
31255,HHU23f-%_INT-ISCO8-,"Plant and machine operators, and assemblers",100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,"Plant and machine operators, and assemblers",disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO8",Public/Free,False,False,indicator_details
31256,HHU23f-%_INT-ISCO8-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO8 - FEMALE",Public/Free,False,False,indicator_details
31257,HHU23f-%_INT-ISCO8-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO8 - MALE",Public/Free,False,False,indicator_details
31258,HHU23f-%_INT-ISCO9-,Elementary occupations,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Elementary occupations,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO9",Public/Free,False,False,indicator_details
31259,HHU23f-%_INT-ISCO9-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO9 - FEMALE",Public/Free,False,False,indicator_details
31260,HHU23f-%_INT-ISCO9-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ISCO9 - MALE",Public/Free,False,False,indicator_details
31261,HHU23f-%_INT-BELOW15-,14 years and younger,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,14 years and younger,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - BELOW15",Public/Free,False,False,indicator_details
31262,HHU23f-%_INT-BELOW15-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - BELOW15 - FEMALE",Public/Free,False,False,indicator_details
31263,HHU23f-%_INT-BELOW15-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - BELOW15 - MALE",Public/Free,False,False,indicator_details
31264,HHU23f-%_INT-MALE-,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - MALE",Public/Free,False,False,indicator_details
31265,HHU23f-%_INT-ABOVE74-,75 years and older,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,75 years and older,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ABOVE74",Public/Free,False,False,indicator_details
31266,HHU23f-%_INT-ABOVE74-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ABOVE74 - FEMALE",Public/Free,False,False,indicator_details
31267,HHU23f-%_INT-ABOVE74-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - ABOVE74 - MALE",Public/Free,False,False,indicator_details
31268,HHU23f-%_INT-NOTCLASS-,Not classifiable,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Not classifiable,disaggregation,Numeric,% of Internet users,defaultUnits,2018,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - NOTCLASS",Public/Free,False,False,indicator_details
31269,HHU23f-%_INT-NOTCLASS-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2018,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - NOTCLASS - FEMALE",Public/Free,False,False,indicator_details
31270,HHU23f-%_INT-NOTCLASS-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2018,2023,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - NOTCLASS - MALE",Public/Free,False,False,indicator_details
31271,HHU23f-%_INT-NOTLABOUR-,Not in labour force,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Not in labour force,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - NOTLABOUR",Public/Free,False,False,indicator_details
31272,HHU23f-%_INT-NOTLABOUR-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - NOTLABOUR - FEMALE",Public/Free,False,False,indicator_details
31273,HHU23f-%_INT-NOTLABOUR-MALE,Male,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - NOTLABOUR - MALE",Public/Free,False,False,indicator_details
31274,HHU23f-%_INT-PAIDEMP-,Paid employee,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Paid employee,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - PAIDEMP",Public/Free,False,False,indicator_details
31275,HHU23f-%_INT-PAIDEMP-FEMALE,Female,100011,"Number of individuals who did not purchase goods or services online, by reason",Connectivity,Use,"Number of individuals who did not purchase goods or services online, by reason",Trust concerns,,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2024,8,ITU Households Database,"Refers to individuals who did not purchase good or service online in the last three months reporting trust concerns. Includes concerns about warranties, receiving or returning products.","HH23 - Reasons for not purchasing online: Trust concerns (e.g. about warranties, receiving or returning products) - %_INT - PAIDEMP - FEMALE",Public/Free,False,False,indicator_details
