tower_id,lon,lat,radio,dist_water_m,hand_m,slope_deg,tri,flash_density,dist_power_m,age_years,exposed_pop,anonymous_operator,source_node,technologies_observed,measurement_count,session_count,first_observed,last_observed,median_signal_level,median_gps_accuracy_m,elevation_m,exposure_definition,flash_density_status,age_status,tower_source,terrain_source,hand_source,water_power_source,population_source
SUNWAY_OPERATOR_B_702023,101.5966828,3.06167319,NR,248.82828378508066,4e-05,2.947521399456763,4.124491047075342,,932.7776628389387,,6811.16,Operator B,702023,4G|5G,687,4,2024.12.31_11.00.03,2025.03.06_11.45.01,-91.0,8.0,15.904019,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702044,101.598582,3.06234283,NR,37.05020332706143,5.232035637,2.61843517734401,4.4681535121648,,900.4718717090351,,6607.49,Operator B,702044,4G|5G,60,4,2024.12.31_11.00.14,2025.03.06_11.45.54,-100.0,6.0,20.354713,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702063,101.6078638,3.06221024,NR,292.44909276359624,8e-05,4.260910296423792,6.722066474670526,,1085.825469530609,,5961.55,Operator B,702063,4G|5G,112,5,2024.12.10_11.37.07,2025.03.20_14.02.06,-95.0,6.0,-1.0796025,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702072,101.6016286,3.06529604,NR,135.83816485143493,4.434287071,5.18860171753648,8.085914595853403,,775.9212846787817,,5802.27,Operator B,702072,4G|5G,1236,11,2024.12.04_11.37.38,2025.03.06_11.42.40,-88.0,6.0,19.595497,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702109,101.6083034,3.07346582,NR,221.04116659527597,7.438750267,6.086384419185742,9.858518297091837,,292.9231086840804,,7802.64,Operator B,702109,4G|5G,176,4,2025.02.14_11.09.04,2025.03.20_14.06.54,-92.0,8.0,25.065243,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702144,101.5925761,3.057131570000001,NR,167.83340701437538,0.681285083,0.7116368810367975,1.7376585039633263,,411.0367020916369,,6002.74,Operator B,702144,5G,6,1,2025.03.06_11.45.43,2025.03.06_11.45.50,-82.5,8.0,18.118309,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702175,101.5939926,3.05783385,NR,142.38225873262323,6e-05,2.568827964055886,5.541291351189138,,558.0616364805917,,6192.97,Operator B,702175,4G|5G,76,5,2024.12.10_12.06.15,2025.03.06_11.45.13,-96.0,6.0,15.977093,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701684,101.6107273,3.07073902,NR,308.66111521610605,1.324341774,2.8623209682180843,3.1496735009709473,,501.70791851017174,,7589.42,Operator C,701684,4G|5G,1458,9,2024.12.03_11.45.19,2025.03.20_12.47.25,-86.0,6.0,19.679026,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701688,101.6025813,3.06998171,NR,389.74308109663644,0.256157488,3.6873945614719257,6.924013856764976,,416.86021258837997,,7190.39,Operator C,701688,4G|5G,187,8,2024.12.03_11.30.28,2025.02.14_11.53.32,-85.0,6.0,19.462442,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701753,101.6106956,3.06652472,NR,272.8721228534028,0.00028,5.220311521299938,15.978066105232305,,758.9207759791477,,8059.36,Operator C,701753,4G|5G,107,4,2024.12.31_11.36.26,2025.03.06_12.27.21,-90.0,6.0,20.747679,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701775,101.6027111,3.07277511,NR,356.5093726141213,1.119623423,2.1215741289071453,3.636194368461824,,131.37993837448846,,7987.63,Operator C,701775,4G|5G,51,2,2024.12.12_12.04.36,2025.01.07_10.50.14,-81.0,4.0,19.97214,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701796,101.6047775,3.07315645,NR,320.91522007269526,7e-05,2.014305824881669,4.146506243962917,,317.7472881200115,,7887.9,Operator C,701796,4G|5G,134,2,2024.12.12_11.58.09,2025.01.07_10.56.47,-92.0,8.0,19.747818,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701806,101.6101976,3.07598075,NR,383.63825069752494,2.179637671,4.588981914750556,5.86841364508085,,17.319003995829355,,7838.99,Operator C,701806,4G|5G,634,11,2024.12.03_11.54.19,2025.03.20_12.43.49,-85.0,6.0,21.09223,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701866,101.5980033,3.06161728,NR,102.01904756921894,1.677021265,2.1152113117929803,5.983679865739446,,852.6593146430664,,6541.7,Operator C,701866,5G,2,1,2024.12.31_11.50.51,2024.12.31_11.50.52,-104.5,6.0,17.350782,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701872,101.61202,3.0789034899999996,NR,433.90549262607095,0.68147999,3.475534314288133,5.575848976995154,,115.66355753030766,,7369.85,Operator C,701872,4G|5G,61,4,2024.12.31_11.28.14,2025.03.06_12.32.26,-93.0,6.0,20.904108,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701888,101.6107861,3.0789034899999996,NR,296.8978620827921,8.381466866,1.5919766767862567,6.256785378411668,,147.41182942612826,,8036.44,Operator C,701888,4G|5G,92,4,2024.12.31_11.32.15,2025.03.06_12.32.00,-89.0,6.0,27.688343,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701895,101.6123955,3.0789034899999996,NR,475.6169768691159,0.527772427,0.8022271439367415,1.0523406782809896,,100.42478376334783,,8063.88,Operator C,701895,4G|5G,182,4,2024.12.31_11.28.12,2025.03.06_12.33.46,-96.0,8.0,21.14985,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701905,101.6055148,3.07049259,NR,88.82418237358458,0.0,14.096096098071754,19.57526035598886,,530.1697870269946,,6763.88,Operator C,701905,4G|5G,2078,16,2024.12.03_11.31.23,2025.04.02_14.30.31,-90.0,6.0,7.7408895,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701911,101.6087852,3.06551172,NR,267.71583617284483,4.552905083,2.1838313701679684,4.123692657912853,,995.2872106775418,,6492.87,Operator C,701911,4G|5G,1004,10,2024.12.04_11.47.40,2025.03.20_12.53.32,-81.0,11.0,21.350883,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701934,101.5940968,3.05714478,NR,67.66856712592084,0.0,6.508715318256584,11.327477792380582,,506.06008015231777,,5419.3,Operator C,701934,4G|5G,24,3,2024.12.31_11.43.06,2025.03.06_12.16.11,-105.0,3.0,14.027934,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701949,101.5921127,3.057131570000001,NR,216.2772871984903,2.444796801,1.3118491620908863,2.5683958934516786,,392.5437221752153,,5654.13,Operator C,701949,4G|5G,12,3,2024.12.31_11.48.12,2025.03.06_12.18.40,-103.0,6.0,18.77991,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_701997,101.5981089,3.06166221,NR,90.29812490769456,1.677021265,0.7513969955216485,1.2612532195921393,,851.9432857213034,,6541.7,Operator C,701997,4G|5G,58,6,2024.12.10_13.12.21,2025.03.06_12.22.25,-95.0,6.0,18.22871,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702000,101.5986784,3.06399857,NR,27.746134615781216,0.149824142,0.7154723639003069,1.9178344269131968,,819.8994777313702,,5781.2,Operator C,702000,4G|5G,46,4,2024.12.31_11.40.33,2025.03.06_12.12.57,-95.0,6.0,18.26298,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702010,101.5941521,3.057131570000001,NR,67.82368022001111,0.0,6.508715318256584,11.327477792380582,,509.12428625547983,,5419.3,Operator C,702010,4G|5G,161,4,2024.12.31_11.43.17,2025.03.06_12.17.09,-101.0,6.0,14.027934,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702023,101.5966828,3.06167319,NR,248.82828378508066,4e-05,2.947521399456763,4.124491047075342,,932.7776628389387,,6811.16,Operator C,702023,4G|5G,613,6,2024.12.10_13.12.31,2025.03.20_13.08.06,-90.0,8.0,15.904019,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702044,101.598582,3.06234283,NR,37.05020332706143,5.232035637,2.61843517734401,4.4681535121648,,900.4718717090351,,6607.49,Operator C,702044,4G|5G,36,4,2024.12.31_11.43.44,2025.03.06_12.13.18,-100.5,8.0,20.354713,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702063,101.6078638,3.06221024,NR,292.44909276359624,8e-05,4.260910296423792,6.722066474670526,,1085.825469530609,,5961.55,Operator C,702063,4G|5G,193,4,2024.12.10_12.52.21,2025.03.20_13.03.56,-100.0,8.0,-1.0796025,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702072,101.6016286,3.06529604,NR,135.83816485143493,4.434287071,5.18860171753648,8.085914595853403,,775.9212846787817,,5802.27,Operator C,702072,4G|5G,1625,11,2024.12.03_11.30.19,2025.03.20_13.10.06,-86.0,6.0,19.595497,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702109,101.6083034,3.07346582,NR,221.04116659527597,7.438750267,6.086384419185742,9.858518297091837,,292.9231086840804,,7802.64,Operator C,702109,4G|5G,163,3,2025.02.14_11.40.26,2025.03.20_12.44.10,-89.0,6.0,25.065243,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702144,101.5925761,3.057131570000001,LTE,167.83340701437538,0.681285083,0.7116368810367975,1.7376585039633263,,411.0367020916369,,6002.74,Operator C,702144,4G,2,1,2025.01.16_14.07.18,2025.01.16_14.07.18,-94.5,11.0,18.118309,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_702175,101.5939926,3.05783385,NR,142.38225873262323,6e-05,2.568827964055886,5.541291351189138,,558.0616364805917,,6192.97,Operator C,702175,4G|5G,54,5,2024.12.10_13.13.23,2025.03.06_12.19.42,-100.0,8.0,15.977093,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_810850,101.608386,3.07346889,LTE,224.64162892982213,7.438750267,9.446549631010669,10.725441631034661,,298.82495162731965,,7802.64,Operator C,810850,4G,3,1,2024.12.12_11.56.00,2024.12.12_11.56.17,-87.0,6.0,25.363209,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_810851,101.6056583,3.07006163,LTE,53.86776317606917,0.00018,15.666814766029333,21.09262169675696,,574.4465711199073,,6479.78,Operator C,810851,4G,213,4,2024.12.12_12.03.45,2025.01.16_11.29.53,-89.0,6.0,-8.089676,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_810853,101.5943709,3.06151378,LTE,443.7543162940173,3.452495813,9.12212771839297,18.526265460251373,,934.9135493939172,,7011.76,Operator C,810853,4G,3,1,2025.02.14_12.04.26,2025.02.14_12.04.28,-90.0,11.0,21.414223,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_810854,101.6080687,3.06685087,NR,106.75838389342627,9e-05,10.869604080884564,14.77430535957713,,965.8282257500387,,7029.14,Operator C,810854,4G|5G,13,4,2024.12.03_11.39.16,2025.03.06_12.06.56,-97.0,8.0,12.343792,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_810856,101.6102056,3.07577528,LTE,402.5220435901535,2.128911734,3.7157956255951095,5.845441356572216,,23.867862051656793,,7838.99,Operator C,810856,4G,2,1,2024.12.31_11.34.02,2024.12.31_11.34.03,-72.0,6.0,21.3682,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_810857,101.5998876,3.06335717,NR,107.19630744592402,13.647776604,7.569793294073914,13.973842513124234,,909.002143494575,,5970.23,Operator C,810857,4G|5G,172,5,2024.12.10_13.18.24,2025.03.20_13.08.15,-91.0,8.0,32.156116,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_810858,101.5940924,3.05825696,NR,189.63861564044998,2e-05,0.5286619344887504,1.6625386738038879,,602.7382372982584,,6377.35,Operator C,810858,4G|5G,16,2,2024.12.31_11.49.00,2025.03.06_12.19.36,-79.0,7.0,16.322912,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_811172,101.612344,3.0789034899999996,LTE,469.8959243327212,1.173349023,0.8022271439367415,1.0523406782809896,,102.51478868791253,,8063.88,Operator C,811172,4G,5,2,2024.12.31_11.30.55,2025.02.14_11.45.14,-82.0,6.0,21.14985,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_811370,101.594066,3.0604101,LTE,427.3602522172121,9.422801971,21.72236030722409,28.980940082193428,,809.5966450332625,,6178.63,Operator C,811370,4G,26,2,2025.02.14_12.03.59,2025.03.06_12.22.12,-85.0,11.0,32.323868,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_812198,101.6018769,3.0654846,NR,142.05114526164425,5.974019051,2.266884491148918,4.118974527285616,,772.197530475979,,5996.45,Operator C,812198,4G|5G,141,9,2024.12.03_11.34.54,2025.03.20_13.05.35,-82.0,6.0,21.88428,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_816036,101.6083384,3.0734496,LTE,220.71746902781592,7.438750267,9.446549631010669,10.725441631034661,,296.8463451925529,,7802.64,Operator C,816036,4G,13,1,2024.12.12_11.55.34,2024.12.12_11.58.30,-89.0,6.0,25.363209,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_816192,101.5920181,3.057131570000001,NR,226.33339562330113,2.031802416,1.3118491620908863,2.5683958934516786,,389.4986055615892,,5654.13,Operator C,816192,4G|5G,141,3,2024.12.31_11.44.16,2025.03.06_12.19.32,-72.0,6.0,18.77991,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_816442,101.6119641,3.0789034899999996,NR,427.69646122288816,0.68147999,3.475534314288133,5.575848976995154,,117.93212598214592,,8099.66,Operator C,816442,4G|5G,35,1,2024.12.31_11.31.46,2024.12.31_11.32.14,-75.0,8.0,20.904108,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_C_816443,101.6036778,3.06045136,NR,88.79788868790315,0.0,3.615449107128897,6.016111481132747,,677.2826293454114,,5262.01,Operator C,816443,4G|5G,436,4,2024.12.10_13.12.37,2025.03.20_13.06.21,-92.0,6.0,-1.0346942,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
