tower_id,lon,lat,radio,dist_water_m,hand_m,slope_deg,tri,flash_density,dist_power_m,age_years,exposed_pop,elevation_m,state,osm_type,osm_id,operator,tower_source,terrain_source,hand_source,water_power_source
MY_N9498642399,101.5780582,3.3146521,LTE,111.45377597576324,3.212132454,1.5722128875653787,6.131335426784679,,576.2180319550007,,,36.71175765991211,Selangor,node,9498642399,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N12133717335,101.5821508,3.2057819,UNKNOWN,109.06526620379321,6.848938942,7.132232382164536,9.205903737780133,,923.2402839882717,,,40.530433654785156,Selangor,node,12133717335,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N8114405464,101.5844024,3.3086194,LTE,188.0293236030542,1.30990994,1.061164171493134,1.0696293457189336,,437.7992935180238,,,36.09590148925781,Selangor,node,8114405464,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N8081694353,101.5848136,3.4155369,UNKNOWN,541.5684358140894,0.0,0.5247093182806571,1.749795159780537,,806.2785355057646,,,62.24065399169922,Selangor,node,8081694353,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N12366513311,101.5856225,3.1142316,UNKNOWN,11.558611950176626,0.580756187,0.28372892437872205,1.3983263070765943,,976.1713623155517,,,22.230880737304688,Selangor,node,12366513311,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N12366513312,101.5897492,3.1125047,UNKNOWN,115.71585014227925,3.138822556,1.2298179932167983,3.7178615008425706,,483.88079389993317,,,22.289714813232422,Selangor,node,12366513312,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N1982558019,101.5926442,3.0763002,UNKNOWN,338.96423403441634,17.705360413,4.978213866778439,5.669647412863406,,559.0039598985903,,,38.4268913269043,Selangor,node,1982558019,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N13763999844,101.5977962,3.1201172,UNKNOWN,80.63648171440677,8.250923157,2.986455173925311,3.1576044127673795,,54.91072635533257,,,36.343788146972656,Selangor,node,13763999844,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N13103629668,101.6069296,3.0585177,UNKNOWN,33.97974833449796,2.284468651,2.552277850312565,2.710372565442953,,730.2342600609356,,,15.461801528930664,Selangor,node,13103629668,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N13103629669,101.6080897,3.0594806,UNKNOWN,160.7861777752173,1.682709694,4.26139701946574,5.546797314854656,,897.0355934791364,,,18.61497688293457,Selangor,node,13103629669,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N13103629667,101.6083887,3.0579231,UNKNOWN,32.94892001290533,0.81793797,0.7159946633793338,3.3054115440801075,,837.7611156702487,,,14.368644714355469,Selangor,node,13103629667,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N13103629670,101.6092256,3.0590728,UNKNOWN,43.138815912719174,4.218675613,1.7857434079730283,2.0374620926991915,,978.8425210110103,,,16.626245498657227,Selangor,node,13103629670,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
